自治体コード	自治体名	lg_url	http://192.168.85.54:4326/geognosis/9/sessions	http://192.168.85.55/mapservice	http://www11.chiikikagaku.asp.lgwan.jp/mapservice_work	http://www11.chiikikagaku.asp.lgwan.jp/WMTS/WMTS.exe	http://www11.chiikikagaku.asp.lgwan.jp/LGAPP253/	http://192.168.76.253/LGAPP/
302,058	御坊市	http://www11.chiikikagaku.asp.lgwan.jp/ciel06?lgkey=72ecb6e4	http://www11.chiikikagaku.asp.lgwan.jp/geognosis06/geognosis/9/sessions	http://www11.chiikikagaku.asp.lgwan.jp/mapservice06	http://www11.chiikikagaku.asp.lgwan.jp/mapservice06	http://www11.chiikikagaku.asp.lgwan.jp/WMTS/WMTS.exe	http://www11.chiikikagaku.asp.lgwan.jp/LGAPP08/	http://www11.chiikikagaku.asp.lgwan.jp/LGAPP08/
